Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,WindGustDir_E,WindGustDir_ENE,WindGustDir_ESE,WindGustDir_N,WindGustDir_NE,WindGustDir_NNE,WindGustDir_NNW,WindGustDir_NW,WindGustDir_S,WindGustDir_SE,WindGustDir_SSE,WindGustDir_SSW,WindGustDir_SW,WindGustDir_W,WindGustDir_WNW,WindGustDir_WSW,WindDir9am_E,WindDir9am_ENE,WindDir9am_ESE,WindDir9am_N,WindDir9am_NE,WindDir9am_NNE,WindDir9am_NNW,WindDir9am_NW,WindDir9am_S,WindDir9am_SE,WindDir9am_SSE,WindDir9am_SSW,WindDir9am_SW,WindDir9am_W,WindDir9am_WNW,WindDir9am_WSW,WindDir3pm_E,WindDir3pm_ENE,WindDir3pm_ESE,WindDir3pm_N,WindDir3pm_NE,WindDir3pm_NNE,WindDir3pm_NNW,WindDir3pm_NW,WindDir3pm_S,WindDir3pm_SE,WindDir3pm_SSE,WindDir3pm_SSW,WindDir3pm_SW,WindDir3pm_W,WindDir3pm_WNW,WindDir3pm_WSW,RainTomorrow
2008-07-11,0.462046204620462,0.1360759493670886,0.0456140350877192,0.1529411764705882,0.302158273381295,0.5857142857142856,0.8666666666666667,0.4193548387096774,0.5813953488372092,0.7802197802197803,0.4342723004694839,0.5495283018867951,0.5,0.875,0.2934131736526946,0.1580547112462006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2008-07-12,0.2805280528052805,0.1424050632911392,0.0771929824561403,0.1294117647058823,0.3884892086330935,0.0857142857142856,0.2333333333333333,0.2903225806451612,1.0,0.5824175824175825,0.5352112676056322,0.6320754716981156,0.75,0.875,0.1197604790419161,0.2006079027355623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2008-07-13,0.1947194719471947,0.189873417721519,0.0035087719298245,0.0588235294117647,0.1654676258992805,0.0571428571428571,0.2333333333333333,0.2258064516129032,0.9651162790697674,0.6263736263736265,0.6784037558685405,0.7594339622641506,0.875,0.75,0.1167664670658683,0.2310030395136778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2008-07-14,0.2805280528052805,0.2183544303797467,0.0,0.0117647058823529,0.4676258992805755,0.2571428571428571,0.3666666666666666,0.4838709677419355,0.8488372093023255,0.3846153846153846,0.6995305164319241,0.707547169811324,0.75,0.625,0.1826347305389221,0.2765957446808511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-07-15,0.3168316831683168,0.1360759493670886,0.0,0.1294117647058823,0.0575539568345323,0.4285714285714285,0.7333333333333333,0.4838709677419355,0.569767441860465,0.9230769230769232,0.3333333333333321,0.3820754716981156,0.625,1.0,0.3053892215568862,0.1610942249240122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2008-07-16,0.3564356435643564,0.1360759493670886,0.4210526315789473,0.1058823529411764,0.4820143884892086,0.4428571428571428,0.6333333333333333,0.4193548387096774,0.7325581395348837,0.5274725274725275,0.4131455399061003,0.540094339622641,0.75,0.375,0.2275449101796407,0.1914893617021277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2008-07-17,0.2409240924092409,0.1297468354430379,0.0456140350877192,0.0705882352941176,0.2805755395683453,0.4714285714285714,0.3,0.2903225806451612,0.8604651162790697,0.7582417582417583,0.4436619718309842,0.4292452830188722,0.25,0.875,0.1467065868263473,0.1458966565349544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2008-07-18,0.363036303630363,0.1613924050632911,0.3614035087719298,0.1176470588235294,0.2302158273381295,0.8999999999999999,0.7333333333333333,0.967741935483871,0.5116279069767442,0.4835164835164836,0.1431924882629083,0.2429245283018914,0.625,0.75,0.3353293413173652,0.1306990881458967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2008-07-19,0.1287128712871287,0.0474683544303797,0.2666666666666666,0.1058823529411764,0.6762589928057554,0.3428571428571428,0.0,0.5483870967741935,0.9534883720930232,0.4725274725274726,0.6267605633802802,0.7358490566037759,0.125,0.125,0.0718562874251497,0.1306990881458967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-07-20,0.0594059405940593,0.1329113924050632,0.0,0.1058823529411764,0.5611510791366906,0.0999999999999999,0.2333333333333333,0.1935483870967742,0.9767441860465116,0.5054945054945056,0.7957746478873204,0.8632075471698144,0.125,0.75,0.0568862275449101,0.182370820668693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2008-07-21,0.122112211221122,0.1360759493670886,0.0,0.0705882352941176,0.3381294964028777,0.2142857142857142,0.0666666666666666,0.1935483870967742,0.941860465116279,0.4725274725274726,0.8192488262910764,0.8372641509434011,0.75,0.625,0.1047904191616766,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-07-22,0.1287128712871287,0.1930379746835442,0.0,0.0705882352941176,0.539568345323741,0.3428571428571428,0.3666666666666666,0.4838709677419355,0.7790697674418605,0.3736263736263737,0.6713615023474162,0.6674528301886831,0.875,0.875,0.0988023952095808,0.2522796352583586,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-07-23,0.3135313531353135,0.1455696202531644,0.0,0.1647058823529411,0.0,0.4285714285714285,0.5,0.2258064516129032,0.6395348837209303,1.0,0.408450704225352,0.5023584905660421,0.875,1.0,0.2784431137724551,0.1610942249240122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2008-07-24,0.3267326732673267,0.1740506329113924,0.3368421052631579,0.2235294117647058,0.5971223021582734,0.2857142857142857,0.2333333333333333,0.4838709677419355,0.6046511627906976,0.5604395604395604,0.5117370892018762,0.6061320754717023,0.375,0.5,0.2994011976047904,0.2370820668693009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2008-07-25,0.264026402640264,0.1329113924050632,0.0,0.1529411764705882,0.1366906474820143,0.2142857142857142,0.2333333333333333,0.6129032258064516,0.8255813953488371,0.9010989010989012,0.5046948356807519,0.5235849056603818,0.875,1.0,0.1946107784431137,0.1337386018237082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2008-07-26,0.2772277227722772,0.2056962025316455,0.2210526315789473,0.1058823529411764,0.6762589928057554,0.5571428571428572,0.1333333333333333,0.064516129032258,1.0,0.4835164835164836,0.5070422535211243,0.5495283018867951,0.125,0.25,0.1017964071856287,0.2917933130699088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2008-07-27,0.3168316831683168,0.2531645569620253,0.0701754385964912,0.1176470588235294,0.0935251798561151,0.3714285714285714,0.3666666666666666,0.3548387096774194,0.941860465116279,0.8901098901098902,0.316901408450704,0.3773584905660385,1.0,0.875,0.2335329341317365,0.2644376899696048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2008-07-28,0.4092409240924092,0.0981012658227847,0.0947368421052631,0.0941176470588235,0.158273381294964,0.4428571428571428,0.3666666666666666,0.4838709677419355,0.9767441860465116,0.8241758241758242,0.2816901408450682,0.3679245283018879,0.875,0.875,0.2694610778443114,0.155015197568389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2008-07-29,0.3399339933993399,0.1645569620253164,0.2035087719298245,0.1176470588235294,0.2661870503597122,0.3714285714285714,0.2333333333333333,0.3548387096774194,0.9302325581395348,0.8791208791208792,0.3779342723004681,0.3891509433962277,0.625,0.875,0.2065868263473054,0.1732522796352584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2008-07-30,0.429042904290429,0.1075949367088606,0.5368421052631579,0.188235294117647,0.4100719424460431,0.5857142857142856,0.6333333333333333,0.7741935483870968,0.558139534883721,0.4285714285714286,0.2089201877934243,0.3207547169811349,0.5,0.75,0.2634730538922156,0.1641337386018237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2008-07-31,0.2409240924092409,0.041139240506329,0.0526315789473684,0.2470588235294117,0.0,0.3428571428571428,0.1333333333333333,0.2903225806451612,0.9767441860465116,0.7692307692307693,0.4460093896713601,0.5919811320754746,0.25,0.75,0.1047904191616766,0.1094224924012158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2008-08-01,0.2772277227722772,0.1677215189873417,0.1368421052631578,0.0588235294117647,0.1438848920863309,0.2428571428571428,0.3666666666666666,0.3548387096774194,0.8023255813953489,0.8791208791208792,0.5962441314553999,0.622641509433965,0.875,0.875,0.18562874251497,0.1641337386018237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2008-08-02,0.3894389438943894,0.1487341772151899,0.3192982456140351,0.0352941176470588,0.5899280575539567,0.4714285714285714,0.7333333333333333,0.6451612903225806,0.5116279069767442,0.4945054945054945,0.4953051643192481,0.6155660377358529,0.125,0.375,0.2724550898203592,0.182370820668693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2008-08-03,0.1749174917491749,0.1360759493670886,0.0035087719298245,0.1529411764705882,0.6978417266187049,0.1571428571428571,0.2,0.4838709677419355,0.6627906976744187,0.4835164835164836,0.7347417840375563,0.8160377358490578,0.375,0.375,0.1676646706586826,0.2066869300911853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-08-04,0.0891089108910891,0.2088607594936707,0.0,0.1176470588235294,0.7050359712230216,0.1285714285714285,0.2,0.1935483870967742,0.7558139534883721,0.3626373626373627,0.8685446009389679,0.9103773584905674,0.125,0.125,0.122754491017964,0.2917933130699088,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-08-05,0.0924092409240924,0.2373417721518987,0.0,0.1529411764705882,0.7194244604316546,0.0999999999999999,0.2333333333333333,0.2258064516129032,0.8255813953488371,0.3736263736263737,0.887323943661972,0.9103773584905674,0.125,0.125,0.1197604790419161,0.2826747720364741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-08-06,0.0957095709570957,0.25,0.0,0.1294117647058823,0.7122302158273381,0.1285714285714285,0.0,0.4193548387096774,0.7093023255813953,0.4505494505494506,0.8098591549295762,0.8136792452830228,0.625,0.625,0.1526946107784431,0.2887537993920974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2008-08-07,0.1617161716171616,0.1424050632911392,0.0,0.1294117647058823,0.2805755395683453,0.1571428571428571,0.3666666666666666,0.2903225806451612,0.558139534883721,0.5714285714285715,0.7723004694835645,0.8419811320754711,0.625,0.625,0.1826347305389221,0.21580547112462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
